,Time,mV,ppb
2044,03/07/24:13:30:02,280.613,501
2045,03/07/24:13:30:03,280.673,501
2046,03/07/24:13:30:04,280.794,501
2047,03/07/24:13:30:05,280.791,501
2048,03/07/24:13:30:06,280.869,501
2049,03/07/24:13:30:07,280.933,501
2050,03/07/24:13:30:08,281.0,502
2051,03/07/24:13:30:09,281.048,502
2052,03/07/24:13:30:10,281.11,502
2053,03/07/24:13:30:11,281.224,502
2054,03/07/24:13:30:12,281.257,502
2055,03/07/24:13:30:13,281.375,502
2056,03/07/24:13:30:14,281.412,502
2057,03/07/24:13:30:15,281.469,502
2058,03/07/24:13:30:16,281.547,503
2059,03/07/24:13:30:17,281.64,503
2060,03/07/24:13:30:18,281.716,503
2061,03/07/24:13:30:19,281.79,503
2062,03/07/24:13:30:20,281.829,503
2063,03/07/24:13:30:21,281.941,503
2064,03/07/24:13:30:22,281.997,503
2065,03/07/24:13:30:23,282.021,504
2066,03/07/24:13:30:24,282.084,504
2067,03/07/24:13:30:25,282.07,504
2068,03/07/24:13:30:26,282.169,504
2069,03/07/24:13:30:27,282.267,504
2070,03/07/24:13:30:28,282.354,504
2071,03/07/24:13:30:29,282.462,504
2072,03/07/24:13:30:30,282.542,505
2073,03/07/24:13:30:31,282.6,505
2074,03/07/24:13:30:32,282.681,505
2075,03/07/24:13:30:33,282.767,505
2076,03/07/24:13:30:35,282.81,505
2077,03/07/24:13:30:36,282.856,505
2078,03/07/24:13:30:37,282.912,505
2079,03/07/24:13:30:38,282.977,505
2080,03/07/24:13:30:39,283.068,506
2081,03/07/24:13:30:40,283.117,506
2082,03/07/24:13:30:41,283.193,506
2083,03/07/24:13:30:42,283.297,506
2084,03/07/24:13:30:43,283.367,506
2085,03/07/24:13:30:44,283.455,506
2086,03/07/24:13:30:45,283.52,507
2087,03/07/24:13:30:46,283.565,507
2088,03/07/24:13:30:47,283.623,507
2089,03/07/24:13:30:48,283.724,507
2090,03/07/24:13:30:49,283.805,507
2091,03/07/24:13:30:50,283.841,507
2092,03/07/24:13:30:51,283.909,507
2093,03/07/24:13:30:52,283.984,507
2094,03/07/24:13:30:53,284.057,508
2095,03/07/24:13:30:54,284.138,508
2096,03/07/24:13:30:55,284.189,508
2097,03/07/24:13:30:56,284.233,508
2098,03/07/24:13:30:57,284.29,508
2099,03/07/24:13:30:58,284.376,508
2100,03/07/24:13:30:59,284.41,508
2101,03/07/24:13:31:00,284.483,508
2102,03/07/24:13:31:01,284.578,509
2103,03/07/24:13:31:02,284.625,509
2104,03/07/24:13:31:03,284.649,509
2105,03/07/24:13:31:04,284.732,509
2106,03/07/24:13:31:05,284.804,509
2107,03/07/24:13:31:06,284.834,509
2108,03/07/24:13:31:07,284.892,509
2109,03/07/24:13:31:08,284.944,509
2110,03/07/24:13:31:10,285.027,510
2111,03/07/24:13:31:11,285.111,510
2112,03/07/24:13:31:12,285.191,510
2113,03/07/24:13:31:13,285.238,510
2114,03/07/24:13:31:14,285.295,510
2115,03/07/24:13:31:15,285.374,510
2116,03/07/24:13:31:16,285.398,510
2117,03/07/24:13:31:17,285.464,510
2118,03/07/24:13:31:18,285.58,511
2119,03/07/24:13:31:19,285.544,511
2120,03/07/24:13:31:20,285.624,511
2121,03/07/24:13:31:21,285.697,511
2122,03/07/24:13:31:22,285.741,511
2123,03/07/24:13:31:23,285.81,511
2124,03/07/24:13:31:24,285.856,511
2125,03/07/24:13:31:25,285.934,511
2126,03/07/24:13:31:26,286.008,512
2127,03/07/24:13:31:27,286.02,512
2128,03/07/24:13:31:28,286.062,512
2129,03/07/24:13:31:29,286.144,512
2130,03/07/24:13:31:30,286.192,512
2131,03/07/24:13:31:31,286.28,512
2132,03/07/24:13:31:32,286.33,512
2133,03/07/24:13:31:33,286.368,512
2134,03/07/24:13:31:34,286.459,512
2135,03/07/24:13:31:35,286.491,512
2136,03/07/24:13:31:36,286.525,513
2137,03/07/24:13:31:37,286.588,513
2138,03/07/24:13:31:38,286.629,513
2139,03/07/24:13:31:39,286.728,513
2140,03/07/24:13:31:40,286.747,513
2141,03/07/24:13:31:41,286.793,513
2142,03/07/24:13:31:42,286.867,513
2143,03/07/24:13:31:44,286.938,513
2144,03/07/24:13:31:45,286.933,513
2145,03/07/24:13:31:46,287.005,514
2146,03/07/24:13:31:47,287.066,514
2147,03/07/24:13:31:48,287.151,514
2148,03/07/24:13:31:49,287.23,514
2149,03/07/24:13:31:50,287.282,514
2150,03/07/24:13:31:51,287.343,514
2151,03/07/24:13:31:52,287.434,514
2152,03/07/24:13:31:53,287.438,514
2153,03/07/24:13:31:54,287.484,514
2154,03/07/24:13:31:55,287.53,515
2155,03/07/24:13:31:56,287.575,515
2156,03/07/24:13:31:57,287.661,515
2157,03/07/24:13:31:58,287.724,515
2158,03/07/24:13:31:59,287.741,515
2159,03/07/24:13:32:00,287.802,515
2160,03/07/24:13:32:01,287.835,515
2161,03/07/24:13:32:02,287.88,515
2162,03/07/24:13:32:03,287.937,515
2163,03/07/24:13:32:04,287.963,515
2164,03/07/24:13:32:05,288.013,516
2165,03/07/24:13:32:06,288.08,516
2166,03/07/24:13:32:07,288.134,516
2167,03/07/24:13:32:08,288.208,516
2168,03/07/24:13:32:09,288.257,516
2169,03/07/24:13:32:10,288.298,516
2170,03/07/24:13:32:11,288.339,516
2171,03/07/24:13:32:12,288.336,516
2172,03/07/24:13:32:13,288.464,516
2173,03/07/24:13:32:14,288.476,516
2174,03/07/24:13:32:15,288.559,517
2175,03/07/24:13:32:16,288.534,517
2176,03/07/24:13:32:17,288.621,517
2177,03/07/24:13:32:19,288.625,517
2178,03/07/24:13:32:20,288.697,517
2179,03/07/24:13:32:21,288.727,517
2180,03/07/24:13:32:22,288.836,517
2181,03/07/24:13:32:23,288.84,517
2182,03/07/24:13:32:24,288.927,517
2183,03/07/24:13:32:25,288.898,517
2184,03/07/24:13:32:26,289.01,518
2185,03/07/24:13:32:27,289.037,518
2186,03/07/24:13:32:28,289.126,518
2187,03/07/24:13:32:29,289.154,518
2188,03/07/24:13:32:30,289.162,518
2189,03/07/24:13:32:31,289.238,518
2190,03/07/24:13:32:32,289.257,518
2191,03/07/24:13:32:33,289.299,518
2192,03/07/24:13:32:34,289.278,518
2193,03/07/24:13:32:35,289.327,518
2194,03/07/24:13:32:36,289.379,518
2195,03/07/24:13:32:37,289.396,518
2196,03/07/24:13:32:38,289.454,518
2197,03/07/24:13:32:39,289.504,519
2198,03/07/24:13:32:40,289.532,519
2199,03/07/24:13:32:41,289.59,519
2200,03/07/24:13:32:42,289.615,519
2201,03/07/24:13:32:43,289.696,519
2202,03/07/24:13:32:44,289.755,519
2203,03/07/24:13:32:45,289.773,519
2204,03/07/24:13:32:46,289.782,519
2205,03/07/24:13:32:47,289.835,519
2206,03/07/24:13:32:48,289.812,519
2207,03/07/24:13:32:49,289.894,519
2208,03/07/24:13:32:50,289.978,519
2209,03/07/24:13:32:51,290.007,520
2210,03/07/24:13:32:52,290.031,520
2211,03/07/24:13:32:54,290.107,520
2212,03/07/24:13:32:55,290.135,520
2213,03/07/24:13:32:56,290.201,520
2214,03/07/24:13:32:57,290.262,520
2215,03/07/24:13:32:58,290.274,520
2216,03/07/24:13:32:59,290.275,520
2217,03/07/24:13:33:00,290.342,520
2218,03/07/24:13:33:01,290.325,520
2219,03/07/24:13:33:02,290.382,520
2220,03/07/24:13:33:03,290.418,520
2221,03/07/24:13:33:04,290.405,520
2222,03/07/24:13:33:05,290.439,520
2223,03/07/24:13:33:06,290.456,520
2224,03/07/24:13:33:07,290.48,520
2225,03/07/24:13:33:08,290.55,521
2226,03/07/24:13:33:09,290.6,521
2227,03/07/24:13:33:10,290.622,521
2228,03/07/24:13:33:11,290.672,521
2229,03/07/24:13:33:12,290.756,521
2230,03/07/24:13:33:13,290.782,521
2231,03/07/24:13:33:14,290.807,521
2232,03/07/24:13:33:15,290.868,521
2233,03/07/24:13:33:16,290.879,521
2234,03/07/24:13:33:17,290.927,521
2235,03/07/24:13:33:18,290.986,521
2236,03/07/24:13:33:19,291.074,522
2237,03/07/24:13:33:20,291.092,522
2238,03/07/24:13:33:21,291.121,522
2239,03/07/24:13:33:22,291.171,522
2240,03/07/24:13:33:23,291.226,522
2241,03/07/24:13:33:24,291.238,522
2242,03/07/24:13:33:25,291.257,522
2243,03/07/24:13:33:26,291.326,522
2244,03/07/24:13:33:27,291.371,522
2245,03/07/24:13:33:28,291.432,522
2246,03/07/24:13:33:30,291.438,522
2247,03/07/24:13:33:31,291.472,522
2248,03/07/24:13:33:32,291.518,523
2249,03/07/24:13:33:33,291.567,523
2250,03/07/24:13:33:34,291.594,523
2251,03/07/24:13:33:35,291.629,523
2252,03/07/24:13:33:36,291.666,523
2253,03/07/24:13:33:37,291.697,523
2254,03/07/24:13:33:38,291.737,523
2255,03/07/24:13:33:39,291.748,523
2256,03/07/24:13:33:40,291.813,523
2257,03/07/24:13:33:41,291.848,523
2258,03/07/24:13:33:42,291.885,523
2259,03/07/24:13:33:43,291.899,523
2260,03/07/24:13:33:44,291.946,523
2261,03/07/24:13:33:45,291.969,523
2262,03/07/24:13:33:46,292.01,524
2263,03/07/24:13:33:47,292.038,524
2264,03/07/24:13:33:48,292.069,524
2265,03/07/24:13:33:49,292.09,524
2266,03/07/24:13:33:50,292.125,524
2267,03/07/24:13:33:51,292.17,524
2268,03/07/24:13:33:52,292.192,524
2269,03/07/24:13:33:53,292.188,524
2270,03/07/24:13:33:54,292.24,524
2271,03/07/24:13:33:55,292.267,524
2272,03/07/24:13:33:56,292.291,524
2273,03/07/24:13:33:57,292.34,524
2274,03/07/24:13:33:58,292.39,524
2275,03/07/24:13:33:59,292.442,524
2276,03/07/24:13:34:00,292.476,524
2277,03/07/24:13:34:02,292.525,525
2278,03/07/24:13:34:03,292.576,525
2279,03/07/24:13:34:04,292.625,525
2280,03/07/24:13:34:05,292.64,525
2281,03/07/24:13:34:06,292.675,525
2282,03/07/24:13:34:07,292.724,525
2283,03/07/24:13:34:08,292.726,525
2284,03/07/24:13:34:09,292.775,525
2285,03/07/24:13:34:10,292.812,525
2286,03/07/24:13:34:11,292.854,525
2287,03/07/24:13:34:12,292.888,525
2288,03/07/24:13:34:13,292.925,525
2289,03/07/24:13:34:14,292.951,525
2290,03/07/24:13:34:15,293.009,526
2291,03/07/24:13:34:16,293.054,526
2292,03/07/24:13:34:17,293.136,526
2293,03/07/24:13:34:18,293.169,526
2294,03/07/24:13:34:19,293.202,526
2295,03/07/24:13:34:20,293.25,526
2296,03/07/24:13:34:21,293.292,526
2297,03/07/24:13:34:22,293.325,526
2298,03/07/24:13:34:23,293.342,526
2299,03/07/24:13:34:24,293.363,526
2300,03/07/24:13:34:25,293.418,526
2301,03/07/24:13:34:26,293.475,526
2302,03/07/24:13:34:27,293.458,526
2303,03/07/24:13:34:28,293.474,526
2304,03/07/24:13:34:29,293.482,526
2305,03/07/24:13:34:30,293.488,526
2306,03/07/24:13:34:31,293.526,527
2307,03/07/24:13:34:32,293.544,527
2308,03/07/24:13:34:33,293.573,527
2309,03/07/24:13:34:34,293.632,527
2310,03/07/24:13:34:35,293.671,527
2311,03/07/24:13:34:37,293.677,527
2312,03/07/24:13:34:38,293.698,527
2313,03/07/24:13:34:39,293.771,527
2314,03/07/24:13:34:40,293.764,527
2315,03/07/24:13:34:41,293.942,527
2316,03/07/24:13:34:42,293.879,527
2317,03/07/24:13:34:43,293.839,527
2318,03/07/24:13:34:44,293.875,527
2319,03/07/24:13:34:45,294.197,528
2320,03/07/24:13:34:46,294.122,528
2321,03/07/24:13:34:47,294.097,528
2322,03/07/24:13:34:48,294.067,528
2323,03/07/24:13:34:49,294.072,528
2324,03/07/24:13:34:50,294.336,528
2325,03/07/24:13:34:51,294.46,528
2326,03/07/24:13:34:52,294.395,528
2327,03/07/24:13:34:53,294.301,528
2328,03/07/24:13:34:54,294.225,528
2329,03/07/24:13:34:55,294.218,528
2330,03/07/24:13:34:56,294.441,528
2331,03/07/24:13:34:57,294.526,529
2332,03/07/24:13:34:58,294.472,528
2333,03/07/24:13:34:59,294.444,528
2334,03/07/24:13:35:00,294.389,528
2335,03/07/24:13:35:01,294.442,528
2336,03/07/24:13:35:02,294.728,529
2337,03/07/24:13:35:03,295.67,531
2338,03/07/24:13:35:04,296.509,533
2339,03/07/24:13:35:05,296.031,532
2340,03/07/24:13:35:06,295.566,531
2341,03/07/24:13:35:07,295.323,530
2342,03/07/24:13:35:08,295.4,530
2343,03/07/24:13:35:09,295.203,530
2344,03/07/24:13:35:10,295.018,530
2345,03/07/24:13:35:12,294.87,529
2346,03/07/24:13:35:13,294.801,529
2347,03/07/24:13:35:14,294.814,529
2348,03/07/24:13:35:15,295.077,530
2349,03/07/24:13:35:16,295.048,530
2350,03/07/24:13:35:17,294.951,529
2351,03/07/24:13:35:18,294.902,529
2352,03/07/24:13:35:19,294.882,529
2353,03/07/24:13:35:20,294.857,529
2354,03/07/24:13:35:21,295.12,530
2355,03/07/24:13:35:22,295.106,530
2356,03/07/24:13:35:23,295.037,530
2357,03/07/24:13:35:24,294.993,529
2358,03/07/24:13:35:25,294.962,529
2359,03/07/24:13:35:26,295.244,530
2360,03/07/24:13:35:27,295.165,530
2361,03/07/24:13:35:28,295.105,530
2362,03/07/24:13:35:29,295.065,530
2363,03/07/24:13:35:30,295.185,530
2364,03/07/24:13:35:31,295.332,530
2365,03/07/24:13:35:32,295.244,530
2366,03/07/24:13:35:33,295.2,530
2367,03/07/24:13:35:34,295.172,530
2368,03/07/24:13:35:35,295.325,530
2369,03/07/24:13:35:36,295.485,530
2370,03/07/24:13:35:37,295.437,530
2371,03/07/24:13:35:38,295.394,530
2372,03/07/24:13:35:39,295.369,530
2373,03/07/24:13:35:40,295.341,530
2374,03/07/24:13:35:41,295.682,531
2375,03/07/24:13:35:42,295.651,531
2376,03/07/24:13:35:43,297.184,534
2377,03/07/24:13:35:44,297.856,535
2378,03/07/24:13:35:46,297.822,535
2379,03/07/24:13:35:47,298.021,536
2380,03/07/24:13:35:48,298.012,536
2381,03/07/24:13:35:49,297.773,535
2382,03/07/24:13:35:50,297.228,534
2383,03/07/24:13:35:51,296.771,533
2384,03/07/24:13:35:52,296.534,533
2385,03/07/24:13:35:53,296.605,533
2386,03/07/24:13:35:54,296.35,532
2387,03/07/24:13:35:55,296.141,532
2388,03/07/24:13:35:56,296.021,532
2389,03/07/24:13:35:57,295.933,531
2390,03/07/24:13:35:58,296.068,532
2391,03/07/24:13:35:59,296.127,532
2392,03/07/24:13:36:00,296.057,532
2393,03/07/24:13:36:01,295.984,531
2394,03/07/24:13:36:02,295.966,531
2395,03/07/24:13:36:03,296.254,532
2396,03/07/24:13:36:04,296.221,532
2397,03/07/24:13:36:05,296.141,532
2398,03/07/24:13:36:06,296.087,532
2399,03/07/24:13:36:07,296.049,532
2400,03/07/24:13:36:08,296.318,532
2401,03/07/24:13:36:09,296.281,532
2402,03/07/24:13:36:10,296.212,532
2403,03/07/24:13:36:11,296.16,532
2404,03/07/24:13:36:12,296.235,532
2405,03/07/24:13:36:13,296.338,532
2406,03/07/24:13:36:14,296.264,532
2407,03/07/24:13:36:15,296.247,532
2408,03/07/24:13:36:17,296.386,532
2409,03/07/24:13:36:18,296.473,532
2410,03/07/24:13:36:19,296.381,532
2411,03/07/24:13:36:20,296.301,532
2412,03/07/24:13:36:21,296.282,532
2413,03/07/24:13:36:22,296.508,533
2414,03/07/24:13:36:23,296.452,532
2415,03/07/24:13:36:24,296.412,532
2416,03/07/24:13:36:25,296.387,532
2417,03/07/24:13:36:26,296.592,533
2418,03/07/24:13:36:27,296.663,533
2419,03/07/24:13:36:28,296.603,533
2420,03/07/24:13:36:29,296.573,533
2421,03/07/24:13:36:30,296.585,533
2422,03/07/24:13:36:31,296.853,533
2423,03/07/24:13:36:32,296.767,533
2424,03/07/24:13:36:33,296.701,533
2425,03/07/24:13:36:34,296.682,533
2426,03/07/24:13:36:35,296.704,533
2427,03/07/24:13:36:36,297.075,534
2428,03/07/24:13:36:37,297.221,534
2429,03/07/24:13:36:38,297.094,534
2430,03/07/24:13:36:39,296.981,533
2431,03/07/24:13:36:40,296.878,533
2432,03/07/24:13:36:41,296.831,533
2433,03/07/24:13:36:42,296.796,533
2434,03/07/24:13:36:43,296.782,533
2435,03/07/24:13:36:44,296.898,533
2436,03/07/24:13:36:45,297.228,534
2437,03/07/24:13:36:46,297.169,534
2438,03/07/24:13:36:47,297.106,534
2439,03/07/24:13:36:48,297.071,534
2440,03/07/24:13:36:49,297.069,534
2441,03/07/24:13:36:51,297.056,534
2442,03/07/24:13:36:52,297.25,534
2443,03/07/24:13:36:53,297.474,534
2444,03/07/24:13:36:54,297.379,534
2445,03/07/24:13:36:55,297.313,534
2446,03/07/24:13:36:56,297.242,534
2447,03/07/24:13:36:57,297.207,534
2448,03/07/24:13:36:58,297.449,534
2449,03/07/24:13:36:59,297.564,535
2450,03/07/24:13:37:00,297.485,534
2451,03/07/24:13:37:01,297.424,534
2452,03/07/24:13:37:02,297.366,534
2453,03/07/24:13:37:03,297.32,534
2454,03/07/24:13:37:04,297.332,534
2455,03/07/24:13:37:05,297.664,535
2456,03/07/24:13:37:06,297.584,535
2457,03/07/24:13:37:07,297.495,534
2458,03/07/24:13:37:08,297.44,534
2459,03/07/24:13:37:09,297.392,534
2460,03/07/24:13:37:10,297.532,535
2461,03/07/24:13:37:11,297.625,535
2462,03/07/24:13:37:12,297.586,535
2463,03/07/24:13:37:13,297.57,535
2464,03/07/24:13:37:14,297.642,535
2465,03/07/24:13:37:15,297.797,535
2466,03/07/24:13:37:16,297.714,535
2467,03/07/24:13:37:17,297.685,535
2468,03/07/24:13:37:18,297.711,535
2469,03/07/24:13:37:19,297.915,535
2470,03/07/24:13:37:20,297.826,535
2471,03/07/24:13:37:22,297.788,535
2472,03/07/24:13:37:23,297.819,535
2473,03/07/24:13:37:24,297.982,535
2474,03/07/24:13:37:25,297.939,535
2475,03/07/24:13:37:26,297.893,535
2476,03/07/24:13:37:27,297.889,535
2477,03/07/24:13:37:28,297.994,535
2478,03/07/24:13:37:29,297.945,535
2479,03/07/24:13:37:30,297.917,535
2480,03/07/24:13:37:31,298.079,536
2481,03/07/24:13:37:32,298.009,536
2482,03/07/24:13:37:33,297.942,535
2483,03/07/24:13:37:34,298.076,536
2484,03/07/24:13:37:35,298.018,536
2485,03/07/24:13:37:36,298.011,536
2486,03/07/24:13:37:37,298.087,536
2487,03/07/24:13:37:38,298.059,536
2488,03/07/24:13:37:39,298.123,536
2489,03/07/24:13:37:40,298.181,536
2490,03/07/24:13:37:41,298.427,536
2491,03/07/24:13:37:42,298.347,536
2492,03/07/24:13:37:43,298.352,536
2493,03/07/24:13:37:44,298.326,536
2494,03/07/24:13:37:45,298.29,536
2495,03/07/24:13:37:46,298.637,537
2496,03/07/24:13:37:47,298.55,537
2497,03/07/24:13:37:48,298.483,536
2498,03/07/24:13:37:49,298.422,536
2499,03/07/24:13:37:50,298.359,536
2500,03/07/24:13:37:51,298.477,536
2501,03/07/24:13:37:52,298.699,537
2502,03/07/24:13:37:53,298.576,537
2503,03/07/24:13:37:54,298.488,536
2504,03/07/24:13:37:56,298.419,536
2505,03/07/24:13:37:57,298.394,536
2506,03/07/24:13:37:58,298.539,537
2507,03/07/24:13:37:59,298.815,537
2508,03/07/24:13:38:00,298.717,537
2509,03/07/24:13:38:01,298.605,537
2510,03/07/24:13:38:02,298.525,537
2511,03/07/24:13:38:03,298.478,536
2512,03/07/24:13:38:04,298.445,536
2513,03/07/24:13:38:05,298.567,537
2514,03/07/24:13:38:06,298.778,537
2515,03/07/24:13:38:07,298.673,537
2516,03/07/24:13:38:08,298.616,537
2517,03/07/24:13:38:09,298.53,537
2518,03/07/24:13:38:10,298.464,536
2519,03/07/24:13:38:11,298.578,537
2520,03/07/24:13:38:12,298.837,537
2521,03/07/24:13:38:13,298.715,537
2522,03/07/24:13:38:14,298.643,537
2523,03/07/24:13:38:15,298.595,537
2524,03/07/24:13:38:16,298.596,537
2525,03/07/24:13:38:17,298.669,537
2526,03/07/24:13:38:18,298.936,537
2527,03/07/24:13:38:19,298.854,537
2528,03/07/24:13:38:20,298.772,537
2529,03/07/24:13:38:21,298.719,537
2530,03/07/24:13:38:22,298.698,537
2531,03/07/24:13:38:23,298.667,537
2532,03/07/24:13:38:24,299.088,538
2533,03/07/24:13:38:25,299.075,538
2534,03/07/24:13:38:26,298.975,537
2535,03/07/24:13:38:27,298.903,537
2536,03/07/24:13:38:28,298.862,537
2537,03/07/24:13:38:30,298.838,537
2538,03/07/24:13:38:31,298.83,537
2539,03/07/24:13:38:32,298.953,537
2540,03/07/24:13:38:33,299.378,538
2541,03/07/24:13:38:34,299.362,538
2542,03/07/24:13:38:35,299.251,538
2543,03/07/24:13:38:36,299.168,538
2544,03/07/24:13:38:37,299.114,538
2545,03/07/24:13:38:38,299.077,538
2546,03/07/24:13:38:39,299.068,538
2547,03/07/24:13:38:40,299.051,538
2548,03/07/24:13:38:41,299.347,538
2549,03/07/24:13:38:42,299.48,538
2550,03/07/24:13:38:43,299.408,538
2551,03/07/24:13:38:44,299.321,538
2552,03/07/24:13:38:45,299.242,538
2553,03/07/24:13:38:46,299.195,538
2554,03/07/24:13:38:47,299.174,538
2555,03/07/24:13:38:48,299.497,538
2556,03/07/24:13:38:49,299.607,539
2557,03/07/24:13:38:50,299.504,539
2558,03/07/24:13:38:51,299.421,538
2559,03/07/24:13:38:52,299.396,538
2560,03/07/24:13:38:53,299.358,538
2561,03/07/24:13:38:54,299.33,538
2562,03/07/24:13:38:55,299.64,539
2563,03/07/24:13:38:56,299.744,539
2564,03/07/24:13:38:57,299.635,539
2565,03/07/24:13:38:58,299.578,539
2566,03/07/24:13:38:59,299.518,539
2567,03/07/24:13:39:00,299.463,538
2568,03/07/24:13:39:01,299.41,538
2569,03/07/24:13:39:02,299.61,539
2570,03/07/24:13:39:04,299.751,539
2571,03/07/24:13:39:05,299.636,539
2572,03/07/24:13:39:06,299.576,539
2573,03/07/24:13:39:07,299.505,539
2574,03/07/24:13:39:08,299.469,538
2575,03/07/24:13:39:09,299.592,539
2576,03/07/24:13:39:10,299.949,539
2577,03/07/24:13:39:11,300.029,540
2578,03/07/24:13:39:12,299.956,539
2579,03/07/24:13:39:13,299.838,539
2580,03/07/24:13:39:14,299.761,539
2581,03/07/24:13:39:15,299.703,539
2582,03/07/24:13:39:16,299.668,539
2583,03/07/24:13:39:17,299.637,539
2584,03/07/24:13:39:18,299.618,539
2585,03/07/24:13:39:19,299.825,539
2586,03/07/24:13:39:20,300.109,540
2587,03/07/24:13:39:21,300.062,540
2588,03/07/24:13:39:22,299.966,539
2589,03/07/24:13:39:23,299.886,539
2590,03/07/24:13:39:24,299.818,539
2591,03/07/24:13:39:25,299.79,539
2592,03/07/24:13:39:26,299.741,539
2593,03/07/24:13:39:27,299.719,539
2594,03/07/24:13:39:28,300.133,540
2595,03/07/24:13:39:29,300.24,540
2596,03/07/24:13:39:30,300.096,540
2597,03/07/24:13:39:31,299.988,539
2598,03/07/24:13:39:32,299.911,539
2599,03/07/24:13:39:33,299.872,539
2600,03/07/24:13:39:34,299.833,539
2601,03/07/24:13:39:35,299.807,539
2602,03/07/24:13:39:36,300.064,540
2603,03/07/24:13:39:38,300.304,540
2604,03/07/24:13:39:39,300.368,540
2605,03/07/24:13:39:40,300.381,540
2606,03/07/24:13:39:41,300.398,540
2607,03/07/24:13:39:42,300.402,540
2608,03/07/24:13:39:43,300.404,540
2609,03/07/24:13:39:44,300.424,540
2610,03/07/24:13:39:45,300.393,540
2611,03/07/24:13:39:46,300.386,540
2612,03/07/24:13:39:47,300.405,540
2613,03/07/24:13:39:48,300.444,540
2614,03/07/24:13:39:49,300.474,540
2615,03/07/24:13:39:50,300.482,540
2616,03/07/24:13:39:51,300.502,541
2617,03/07/24:13:39:52,300.526,541
2618,03/07/24:13:39:53,300.559,541
2619,03/07/24:13:39:54,300.587,541
2620,03/07/24:13:39:55,300.573,541
2621,03/07/24:13:39:56,300.483,540
2622,03/07/24:13:39:57,300.374,540
2623,03/07/24:13:39:58,300.314,540
2624,03/07/24:13:39:59,300.277,540
2625,03/07/24:13:40:00,300.246,540
2626,03/07/24:13:40:01,300.227,540
2627,03/07/24:13:40:02,300.332,540
2628,03/07/24:13:40:03,300.719,541
2629,03/07/24:13:40:04,300.748,541
2630,03/07/24:13:40:05,300.637,541
2631,03/07/24:13:40:06,300.549,541
2632,03/07/24:13:40:07,300.496,540
2633,03/07/24:13:40:08,300.425,540
2634,03/07/24:13:40:09,300.385,540
2635,03/07/24:13:40:11,300.419,540
2636,03/07/24:13:40:12,300.767,541
2637,03/07/24:13:40:13,300.845,541
2638,03/07/24:13:40:14,300.843,541
2639,03/07/24:13:40:15,300.794,541
2640,03/07/24:13:40:16,300.673,541
2641,03/07/24:13:40:17,300.595,541
2642,03/07/24:13:40:18,300.559,541
2643,03/07/24:13:40:19,300.511,541
2644,03/07/24:13:40:20,300.485,540
2645,03/07/24:13:40:21,300.451,540
2646,03/07/24:13:40:22,300.709,541
2647,03/07/24:13:40:23,300.921,541
2648,03/07/24:13:40:24,300.804,541
2649,03/07/24:13:40:25,300.69,541
2650,03/07/24:13:40:26,300.612,541
2651,03/07/24:13:40:27,300.554,541
2652,03/07/24:13:40:28,300.51,541
2653,03/07/24:13:40:29,300.599,541
2654,03/07/24:13:40:30,300.951,541
2655,03/07/24:13:40:31,300.904,541
2656,03/07/24:13:40:32,300.803,541
2657,03/07/24:13:40:33,300.751,541
2658,03/07/24:13:40:34,300.738,541
2659,03/07/24:13:40:35,300.699,541
2660,03/07/24:13:40:36,300.67,541
2661,03/07/24:13:40:37,301.011,542
2662,03/07/24:13:40:38,300.992,541
2663,03/07/24:13:40:39,300.886,541
2664,03/07/24:13:40:40,300.841,541
2665,03/07/24:13:40:41,300.794,541
2666,03/07/24:13:40:42,300.8,541
2667,03/07/24:13:40:43,301.125,542
2668,03/07/24:13:40:45,301.088,542
2669,03/07/24:13:40:46,300.992,541
2670,03/07/24:13:40:47,300.938,541
2671,03/07/24:13:40:48,300.898,541
2672,03/07/24:13:40:49,300.922,541
2673,03/07/24:13:40:50,301.191,542
2674,03/07/24:13:40:51,301.165,542
2675,03/07/24:13:40:52,301.122,542
2676,03/07/24:13:40:53,301.081,542
2677,03/07/24:13:40:54,301.042,542
2678,03/07/24:13:40:55,301.313,542
2679,03/07/24:13:40:56,301.255,542
2680,03/07/24:13:40:57,301.173,542
2681,03/07/24:13:40:58,301.103,542
2682,03/07/24:13:40:59,301.133,542
2683,03/07/24:13:41:00,301.215,542
2684,03/07/24:13:41:01,301.148,542
2685,03/07/24:13:41:02,301.134,542
2686,03/07/24:13:41:03,301.265,542
2687,03/07/24:13:41:04,301.185,542
2688,03/07/24:13:41:05,301.115,542
2689,03/07/24:13:41:06,301.216,542
2690,03/07/24:13:41:07,301.183,542
2691,03/07/24:13:41:08,301.129,542
2692,03/07/24:13:41:09,301.235,542
2693,03/07/24:13:41:10,301.214,542
2694,03/07/24:13:41:11,301.169,542
2695,03/07/24:13:41:12,301.256,542
2696,03/07/24:13:41:13,301.188,542
2697,03/07/24:13:41:14,301.237,542
2698,03/07/24:13:41:15,301.22,542
2699,03/07/24:13:41:17,301.196,542
2700,03/07/24:13:41:18,301.277,542
2701,03/07/24:13:41:19,301.242,542
2702,03/07/24:13:41:20,301.303,542
2703,03/07/24:13:41:21,301.281,542
2704,03/07/24:13:41:22,301.297,542
2705,03/07/24:13:41:23,301.314,542
2706,03/07/24:13:41:24,301.338,542
2707,03/07/24:13:41:25,301.373,542
2708,03/07/24:13:41:26,301.342,542
2709,03/07/24:13:41:27,301.37,542
